	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes	releaseDate	posterURL	releaseCountry
381	1136608	movie	District 9	District 9	0	2009	\N	112	Action,Sci-Fi,Thriller	7.9	598956	2009-08-14	https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg	USA
382	1152836	movie	Public Enemies	Public Enemies	0	2009	\N	140	Biography,Crime,Drama	7.0	259378	2009-07-01	https://m.media-amazon.com/images/M/MV5BMGI4YTIxMDQtNDlmNC00ZDJhLWIyZGItM2QyODRiMTEzN2ViXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
383	1156398	movie	Zombieland	Zombieland	0	2009	\N	88	Adventure,Comedy,Horror	7.6	452036	2009-10-02	https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SY150_CR3,0,101,150_.jpg	USA
384	1170358	movie	The Hobbit: The Desolation of Smaug	The Hobbit: The Desolation of Smaug	0	2013	\N	161	Adventure,Fantasy	7.8	559949	2013-12-13	https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SY150_CR0,0,101,150_.jpg	USA
385	1182345	movie	Moon	Moon	0	2009	\N	97	Drama,Mystery,Sci-Fi	7.9	308969	2009-07-10	https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SY150_CR0,0,101,150_.jpg	USA
386	1187043	movie	3 Idiots	3 Idiots	0	2009	\N	170	Comedy,Drama	8.4	293655	2009-12-24	https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR1,0,101,150_.jpg	Australia
387	1190080	movie	2012	2012	0	2009	\N	158	Action,Adventure,Sci-Fi	5.8	324589	2009-11-13	https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX101_CR0,0,101,150_.jpg	USA
388	1193138	movie	Up in the Air	Up in the Air	0	2009	\N	109	Drama,Romance	7.4	298707	2009-12-23	https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SY150_CR0,0,101,150_.jpg	USA
389	1194173	movie	The Bourne Legacy	The Bourne Legacy	0	2012	\N	135	Action,Adventure,Thriller	6.7	266130	2012-08-10	https://m.media-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX101_CR0,0,101,150_.jpg	USA
390	1201607	movie	Harry Potter and the Deathly Hallows: Part 2	Harry Potter and the Deathly Hallows: Part 2	0	2011	\N	130	Adventure,Drama,Fantasy	8.1	681235	2011-07-15	https://m.media-amazon.com/images/M/MV5BMjIyZGU4YzUtNDkzYi00ZDRhLTljYzctYTMxMDQ4M2E0Y2YxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX101_CR0,0,101,150_.jpg	USA
391	1205489	movie	Gran Torino	Gran Torino	0	2008	\N	116	Drama	8.1	662582	2009-01-09	https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_SY150_CR0,0,101,150_.jpg	USA
392	1210166	movie	Moneyball	Moneyball	0	2011	\N	133	Biography,Drama,Sport	7.6	322502	2011-09-23	https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SY150_CR0,0,101,150_.jpg	USA
393	1217209	movie	Brave	Brave	0	2012	\N	93	Adventure,Animation,Comedy	7.1	333434	2012-06-22	https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SY150_CR0,0,101,150_.jpg	USA
394	1219289	movie	Limitless	Limitless	0	2011	\N	105	Mystery,Sci-Fi,Thriller	7.4	486866	2011-03-18	https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR1,0,101,150_.jpg	USA
395	1228705	movie	Iron Man 2	Iron Man 2	0	2010	\N	124	Action,Adventure,Sci-Fi	7.0	638198	2010-05-07	https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
396	1229238	movie	Mission: Impossible - Ghost Protocol	Mission: Impossible - Ghost Protocol	0	2011	\N	132	Action,Adventure,Thriller	7.4	423611	2011-12-21	https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SY150_CR0,0,101,150_.jpg	USA
397	1231583	movie	Due Date	Due Date	0	2010	\N	95	Adventure,Comedy	6.6	300826	2010-11-05	https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SY150_CR0,0,101,150_.jpg	USA
398	1232829	movie	21 Jump Street	21 Jump Street	0	2012	\N	109	Action,Comedy,Crime	7.2	472559	2012-03-16	https://m.media-amazon.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX101_CR0,0,101,150_.jpg	USA
399	1245492	movie	This Is the End	This Is the End	0	2013	\N	107	Comedy,Fantasy	6.6	356823	2013-06-12	https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SY150_CR0,0,101,150_.jpg	USA
400	1245526	movie	RED	RED	0	2010	\N	111	Action,Comedy,Crime	7.1	269221	2010-10-15	https://m.media-amazon.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
401	1250777	movie	Kick-Ass	Kick-Ass	0	2010	\N	117	Action,Comedy	7.6	492493	2010-04-16	https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SY150_CR0,0,101,150_.jpg	USA
402	1259521	movie	The Cabin in the Woods	The Cabin in the Woods	0	2011	\N	95	Comedy,Horror	7.0	333986	2012-04-13	https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
403	1270798	movie	X-Men: First Class	X: First Class	0	2011	\N	131	Action,Adventure,Sci-Fi	7.7	600463	2011-06-03	https://m.media-amazon.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
404	1276104	movie	Looper	Looper	0	2012	\N	113	Action,Crime,Drama	7.4	495294	2012-09-28	https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SY150_CR0,0,101,150_.jpg	USA
405	1282140	movie	Easy A	Easy A	0	2010	\N	92	Comedy,Drama,Romance	7.1	326057	2010-09-17	https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
406	1285016	movie	The Social Network	The Social Network	0	2010	\N	120	Biography,Drama	7.7	562831	2010-10-01	https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
407	1291584	movie	Warrior	Warrior	0	2011	\N	140	Drama,Sport	8.2	399457	2011-09-09	https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX101_CR0,0,101,150_.jpg	USA
408	1298650	movie	Pirates of the Caribbean: On Stranger Tides	Pirates of the Caribbean: On Stranger Tides	0	2011	\N	136	Action,Adventure,Fantasy	6.6	442106	2011-05-20	https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
409	1300854	movie	Iron Man 3	Iron Man Three	0	2013	\N	130	Action,Adventure,Sci-Fi	7.2	672960	2013-05-03	https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_SY150_CR2,0,101,150_.jpg	USA
410	1306980	movie	50/50	50/50	0	2011	\N	100	Comedy,Drama,Romance	7.7	298301	2011-09-30	https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
411	1318514	movie	Rise of the Planet of the Apes	Rise of the Planet of the Apes	0	2011	\N	105	Action,Drama,Sci-Fi	7.6	468714	2011-08-05	https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
412	1320253	movie	The Expendables	The Expendables	0	2010	\N	103	Action,Adventure,Thriller	6.5	305128	2010-08-13	https://m.media-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
413	1323594	movie	Despicable Me	Despicable Me	0	2010	\N	95	Animation,Comedy,Family	7.7	458552	2010-07-09	https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
414	1343092	movie	The Great Gatsby	The Great Gatsby	0	2013	\N	143	Drama,Romance	7.3	426696	2013-05-10	https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
415	1345836	movie	The Dark Knight Rises	The Dark Knight Rises	0	2012	\N	164	Action,Thriller	8.4	1366714	2012-07-20	https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SY150_CR0,0,101,150_.jpg	USA
416	1371111	movie	Cloud Atlas	Cloud Atlas	0	2012	\N	172	Action,Drama,Mystery	7.4	323915	2012-10-26	https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SY150_CR0,0,101,150_.jpg	USA
417	1375666	movie	Inception	Inception	0	2010	\N	148	Action,Adventure,Sci-Fi	8.8	1808406	2010-07-16	https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
418	1392170	movie	The Hunger Games	The Hunger Games	0	2012	\N	142	Action,Adventure,Sci-Fi	7.2	788409	2012-03-23	https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
419	1392214	movie	Prisoners	Prisoners	0	2013	\N	153	Crime,Drama,Mystery	8.1	517212	2013-09-20	https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
420	1397280	movie	Taken 2	Taken 2	0	2012	\N	92	Action,Thriller	6.3	270642	2012-10-05	https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SY150_CR0,0,101,150_.jpg	USA
421	1399103	movie	Transformers: Dark of the Moon	Transformers: Dark of the Moon	0	2011	\N	154	Action,Adventure,Sci-Fi	6.3	363240	2011-06-29	https://m.media-amazon.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
422	1403865	movie	True Grit	True Grit	0	2010	\N	110	Adventure,Drama,Western	7.6	280759	2010-12-22	https://m.media-amazon.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_SX101_CR0,0,101,150_.jpg	USA
423	1408101	movie	Star Trek Into Darkness	Star Trek Into Darkness	0	2013	\N	132	Action,Adventure,Sci-Fi	7.7	442774	2013-05-16	https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
424	1409024	movie	Men in Black 3	Men in Black 3	0	2012	\N	106	Action,Adventure,Comedy	6.8	305258	2012-05-25	https://m.media-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SY150_CR0,0,101,150_.jpg	USA
425	1411697	movie	The Hangover Part II	The Hangover Part II	0	2011	\N	102	Comedy,Mystery	6.5	428352	2011-05-26	https://m.media-amazon.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
426	1430132	movie	The Wolverine	The Wolverine	0	2013	\N	126	Action,Adventure,Sci-Fi	6.7	394869	2013-07-26	https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
427	1446714	movie	Prometheus	Prometheus	0	2012	\N	124	Adventure,Mystery,Sci-Fi	7.0	534252	2012-06-08	https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SY150_CR0,0,101,150_.jpg	USA
428	1453405	movie	Monsters University	Monsters University	0	2013	\N	104	Adventure,Animation,Comedy	7.3	287645	2013-06-21	https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
429	1454029	movie	The Help	The Help	0	2011	\N	146	Drama	8.1	387771	2011-08-10	https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
430	1454468	movie	Gravity	Gravity	0	2013	\N	91	Drama,Sci-Fi,Thriller	7.7	699604	2013-10-04	https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
431	1457767	movie	The Conjuring	The Conjuring	0	2013	\N	112	Horror,Mystery,Thriller	7.5	388954	2013-07-19	https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
432	1483013	movie	Oblivion	Oblivion	0	2013	\N	124	Action,Adventure,Sci-Fi	7.0	448218	2013-04-19	https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
433	1499658	movie	Horrible Bosses	Horrible Bosses	0	2011	\N	98	Comedy,Crime	6.9	395539	2011-07-08	https://m.media-amazon.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
434	1504320	movie	The King's Speech	The King's Speech	0	2010	\N	118	Biography,Drama,History	8.0	587227	2010-12-25	https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SY150_CR1,0,101,150_.jpg	USA
435	1515091	movie	Sherlock Holmes: A Game of Shadows	Sherlock Holmes: A Game of Shadows	0	2011	\N	129	Action,Adventure,Crime	7.5	389861	2011-12-16	https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
436	1535108	movie	Elysium	Elysium	0	2013	\N	109	Action,Drama,Sci-Fi	6.6	391531	2013-08-09	https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
437	1535109	movie	Captain Phillips	Captain Phillips	0	2013	\N	134	Biography,Drama,Thriller	7.8	382964	2013-10-11	https://m.media-amazon.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
438	1542344	movie	127 Hours	127 Hours	0	2010	\N	94	Adventure,Biography,Drama	7.6	320076	2011-01-28	https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SY150_CR0,0,101,150_.jpg	USA
439	1568346	movie	The Girl with the Dragon Tattoo	The Girl with the Dragon Tattoo	0	2011	\N	158	Crime,Drama,Mystery	7.8	383819	2011-12-21	https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SY150_CR0,0,101,150_.jpg	USA
440	1570728	movie	Crazy, Stupid, Love.	Crazy, Stupid, Love.	0	2011	\N	118	Comedy,Drama,Romance	7.4	433054	2011-07-29	https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
441	1591095	movie	Insidious	Insidious	0	2010	\N	103	Horror,Mystery,Thriller	6.9	250066	2011-04-01	https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
442	1596343	movie	Fast Five	Fast Five	0	2011	\N	130	Action,Crime,Thriller	7.3	326688	2011-04-29	https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
443	1605783	movie	Midnight in Paris	Midnight in Paris	0	2011	\N	94	Comedy,Fantasy,Romance	7.7	352576	2011-06-10	https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SY150_CR0,0,101,150_.jpg	USA
444	1632708	movie	Friends with Benefits	Friends with Benefits	0	2011	\N	109	Comedy,Romance	6.6	314093	2011-07-22	https://m.media-amazon.com/images/M/MV5BMTQ2MzQ0NTk4N15BMl5BanBnXkFtZTcwMDc2NDYzNQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
445	1637688	movie	In Time	In Time	0	2011	\N	109	Action,Crime,Drama	6.7	342966	2011-10-28	https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SY150_CR3,0,101,150_.jpg	USA
446	1637725	movie	Ted	Ted	0	2012	\N	106	Comedy,Fantasy	6.9	533284	2012-06-29	https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX101_CR0,0,101,150_.jpg	USA
447	1650062	movie	Super 8	Super 8	0	2011	\N	112	Mystery,Sci-Fi,Thriller	7.0	318326	2011-06-10	https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
448	1659337	movie	The Perks of Being a Wallflower	The Perks of Being a Wallflower	0	2012	\N	103	Drama	8.0	418341	2012-10-12	https://m.media-amazon.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SY150_CR0,0,101,150_.jpg	USA
449	1663662	movie	Pacific Rim	Pacific Rim	0	2013	\N	131	Action,Adventure,Sci-Fi	6.9	439451	2013-07-12	https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
450	1670345	movie	Now You See Me	Now You See Me	0	2013	\N	115	Crime,Mystery,Thriller	7.3	546392	2013-05-31	https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
451	1675434	movie	The Intouchables	Intouchables	0	2011	\N	112	Biography,Comedy,Drama	8.5	662418	2011-11-02	https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SY150_CR0,0,101,150_.jpg	Belgium
